COU,Country,PER,Periods,IND,Indicator,GEN,Gender,AGE,Age Group,VAL,Value,Value,Flag Codes,Flags
ISR,Israel,TIME09,2009,PMSKCOST,Prescribed medicines skipped due to costs,T,Total,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,26.4,,
ISR,Israel,TIME09,2009,PMSKCOST,Prescribed medicines skipped due to costs,T,Total,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,26.4,,
ISR,Israel,TIME12,2012,PMSKCOST,Prescribed medicines skipped due to costs,T,Total,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,10.6,,
ISR,Israel,TIME12,2012,PMSKCOST,Prescribed medicines skipped due to costs,T,Total,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,10.7,,
ISR,Israel,TIME05,2005,WAITGEAP,Waiting time of more than four weeks for getting an appointment with a specialist,T,Total,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,13.9,,
ISR,Israel,TIME05,2005,WAITGEAP,Waiting time of more than four weeks for getting an appointment with a specialist,T,Total,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,13.9,,
ISR,Israel,TIME07,2007,WAITGEAP,Waiting time of more than four weeks for getting an appointment with a specialist,T,Total,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,15.9,,
ISR,Israel,TIME07,2007,WAITGEAP,Waiting time of more than four weeks for getting an appointment with a specialist,T,Total,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,16,,
ISR,Israel,TIME09,2009,WAITGEAP,Waiting time of more than four weeks for getting an appointment with a specialist,T,Total,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,17.3,,
ISR,Israel,TIME09,2009,WAITGEAP,Waiting time of more than four weeks for getting an appointment with a specialist,T,Total,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,17.3,,
ISR,Israel,TIME12,2012,WAITGEAP,Waiting time of more than four weeks for getting an appointment with a specialist,T,Total,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,14.6,,
ISR,Israel,TIME12,2012,WAITGEAP,Waiting time of more than four weeks for getting an appointment with a specialist,T,Total,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,14.7,,
AUS,Australia,TIME12,2012,COSKCOST,Consultation skipped due to costs,M,Male,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,16,B,Break
AUS,Australia,TIME13,2013,COSKCOST,Consultation skipped due to costs,M,Male,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,14.3,,
AUS,Australia,TIME13,2013,COSKCOST,Consultation skipped due to costs,M,Male,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,13.5,,
AUS,Australia,TIME13,2013,COSKCOST,Consultation skipped due to costs,M,Male,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,15.2,,
AUS,Australia,TIME12,2012,MTSKCOST,"Medical tests, treatment or follow-up skipped due to costs",M,Male,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,4.3,B,Break
AUS,Australia,TIME13,2013,MTSKCOST,"Medical tests, treatment or follow-up skipped due to costs",M,Male,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,2.6,,
AUS,Australia,TIME13,2013,MTSKCOST,"Medical tests, treatment or follow-up skipped due to costs",M,Male,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,2.2,,
AUS,Australia,TIME13,2013,MTSKCOST,"Medical tests, treatment or follow-up skipped due to costs",M,Male,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,3.1,,
AUS,Australia,TIME12,2012,PMSKCOST,Prescribed medicines skipped due to costs,M,Male,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,7.6,B,Break
AUS,Australia,TIME13,2013,PMSKCOST,Prescribed medicines skipped due to costs,M,Male,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,6.5,,
AUS,Australia,TIME13,2013,PMSKCOST,Prescribed medicines skipped due to costs,M,Male,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,5.9,,
AUS,Australia,TIME13,2013,PMSKCOST,Prescribed medicines skipped due to costs,M,Male,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,7.1,,
AUS,Australia,TIME13,2013,WAITGEAP,Waiting time of more than four weeks for getting an appointment with a specialist,M,Male,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,38.7,,
AUS,Australia,TIME13,2013,WAITGEAP,Waiting time of more than four weeks for getting an appointment with a specialist,M,Male,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,30.2,,
AUS,Australia,TIME13,2013,WAITGEAP,Waiting time of more than four weeks for getting an appointment with a specialist,M,Male,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,47.3,,
AUS,Australia,TIME12,2012,HPRTIPAT,Patients reporting having spent enough time with any doctor during the consultation,M,Male,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,87.2,,
AUS,Australia,TIME13,2013,HPRTIPAT,Patients reporting having spent enough time with any doctor during the consultation,M,Male,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,90.3,,
AUS,Australia,TIME13,2013,HPRTIPAT,Patients reporting having spent enough time with any doctor during the consultation,M,Male,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,89.5,,
AUS,Australia,TIME13,2013,HPRTIPAT,Patients reporting having spent enough time with any doctor during the consultation,M,Male,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,91.2,,
AUS,Australia,TIME13,2013,RHPTIPAT,Patients reporting having spent enough time with their regular doctor during the consultation,M,Male,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,83.1,,
AUS,Australia,TIME13,2013,RHPTIPAT,Patients reporting having spent enough time with their regular doctor during the consultation,M,Male,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,79.3,,
AUS,Australia,TIME13,2013,RHPTIPAT,Patients reporting having spent enough time with their regular doctor during the consultation,M,Male,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,86.9,,
AUS,Australia,TIME13,2013,RHPEXCLA,Patients reporting having received easy-to-understand explanations by their regular doctor,M,Male,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,88.4,,
AUS,Australia,TIME13,2013,RHPEXCLA,Patients reporting having received easy-to-understand explanations by their regular doctor,M,Male,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,84.7,,
AUS,Australia,TIME13,2013,RHPEXCLA,Patients reporting having received easy-to-understand explanations by their regular doctor,M,Male,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,92.2,,
AUS,Australia,TIME13,2013,RHPIPDEC,Patients reporting having been involved in decisions about care or treatment by their regular doctor,M,Male,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,83.4,,
AUS,Australia,TIME13,2013,RHPIPDEC,Patients reporting having been involved in decisions about care or treatment by their regular doctor,M,Male,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,79.6,,
AUS,Australia,TIME13,2013,RHPIPDEC,Patients reporting having been involved in decisions about care or treatment by their regular doctor,M,Male,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,87.2,,
AUS,Australia,TIME12,2012,COSKCOST,Consultation skipped due to costs,F,Female,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,21.7,B,Break
AUS,Australia,TIME13,2013,COSKCOST,Consultation skipped due to costs,F,Female,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,20.5,,
AUS,Australia,TIME13,2013,COSKCOST,Consultation skipped due to costs,F,Female,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,19.7,,
AUS,Australia,TIME13,2013,COSKCOST,Consultation skipped due to costs,F,Female,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,21.2,,
AUS,Australia,TIME12,2012,MTSKCOST,"Medical tests, treatment or follow-up skipped due to costs",F,Female,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,5.4,B,Break
AUS,Australia,TIME13,2013,MTSKCOST,"Medical tests, treatment or follow-up skipped due to costs",F,Female,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,3.8,,
AUS,Australia,TIME13,2013,MTSKCOST,"Medical tests, treatment or follow-up skipped due to costs",F,Female,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,3.4,,
AUS,Australia,TIME13,2013,MTSKCOST,"Medical tests, treatment or follow-up skipped due to costs",F,Female,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,4.3,,
AUS,Australia,TIME12,2012,PMSKCOST,Prescribed medicines skipped due to costs,F,Female,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,10.9,B,Break
AUS,Australia,TIME13,2013,PMSKCOST,Prescribed medicines skipped due to costs,F,Female,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,9,,
AUS,Australia,TIME13,2013,PMSKCOST,Prescribed medicines skipped due to costs,F,Female,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,8.4,,
AUS,Australia,TIME13,2013,PMSKCOST,Prescribed medicines skipped due to costs,F,Female,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,9.7,,
AUS,Australia,TIME13,2013,WAITGEAP,Waiting time of more than four weeks for getting an appointment with a specialist,F,Female,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,53.2,,
AUS,Australia,TIME13,2013,WAITGEAP,Waiting time of more than four weeks for getting an appointment with a specialist,F,Female,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,46,,
AUS,Australia,TIME13,2013,WAITGEAP,Waiting time of more than four weeks for getting an appointment with a specialist,F,Female,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,60.5,,
AUS,Australia,TIME12,2012,HPRTIPAT,Patients reporting having spent enough time with any doctor during the consultation,F,Female,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,85.9,,
AUS,Australia,TIME13,2013,HPRTIPAT,Patients reporting having spent enough time with any doctor during the consultation,F,Female,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,88.1,,
AUS,Australia,TIME13,2013,HPRTIPAT,Patients reporting having spent enough time with any doctor during the consultation,F,Female,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,87.4,,
AUS,Australia,TIME13,2013,HPRTIPAT,Patients reporting having spent enough time with any doctor during the consultation,F,Female,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,88.7,,
AUS,Australia,TIME13,2013,RHPTIPAT,Patients reporting having spent enough time with their regular doctor during the consultation,F,Female,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,82.8,,
AUS,Australia,TIME13,2013,RHPTIPAT,Patients reporting having spent enough time with their regular doctor during the consultation,F,Female,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,78.4,,
AUS,Australia,TIME13,2013,RHPTIPAT,Patients reporting having spent enough time with their regular doctor during the consultation,F,Female,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,87.1,,
AUS,Australia,TIME13,2013,RHPEXCLA,Patients reporting having received easy-to-understand explanations by their regular doctor,F,Female,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,83.4,,
AUS,Australia,TIME13,2013,RHPEXCLA,Patients reporting having received easy-to-understand explanations by their regular doctor,F,Female,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,79.6,,
AUS,Australia,TIME13,2013,RHPEXCLA,Patients reporting having received easy-to-understand explanations by their regular doctor,F,Female,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,87.2,,
AUS,Australia,TIME13,2013,RHPIPDEC,Patients reporting having been involved in decisions about care or treatment by their regular doctor,F,Female,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,88.5,,
AUS,Australia,TIME13,2013,RHPIPDEC,Patients reporting having been involved in decisions about care or treatment by their regular doctor,F,Female,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,85,,
AUS,Australia,TIME13,2013,RHPIPDEC,Patients reporting having been involved in decisions about care or treatment by their regular doctor,F,Female,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,92.1,,
AUS,Australia,TIME12,2012,COSKCOST,Consultation skipped due to costs,T,Total,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,18.9,B,Break
AUS,Australia,TIME13,2013,COSKCOST,Consultation skipped due to costs,T,Total,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,17.5,,
AUS,Australia,TIME13,2013,COSKCOST,Consultation skipped due to costs,T,Total,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,16.9,,
AUS,Australia,TIME13,2013,COSKCOST,Consultation skipped due to costs,T,Total,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,18,,
AUS,Australia,TIME12,2012,MTSKCOST,"Medical tests, treatment or follow-up skipped due to costs",T,Total,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,4.9,B,Break
AUS,Australia,TIME13,2013,MTSKCOST,"Medical tests, treatment or follow-up skipped due to costs",T,Total,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,3.2,,
AUS,Australia,TIME13,2013,MTSKCOST,"Medical tests, treatment or follow-up skipped due to costs",T,Total,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,2.9,,
AUS,Australia,TIME13,2013,MTSKCOST,"Medical tests, treatment or follow-up skipped due to costs",T,Total,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,3.5,,
AUS,Australia,TIME12,2012,PMSKCOST,Prescribed medicines skipped due to costs,T,Total,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,9.2,B,Break
AUS,Australia,TIME13,2013,PMSKCOST,Prescribed medicines skipped due to costs,T,Total,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,7.8,,
AUS,Australia,TIME13,2013,PMSKCOST,Prescribed medicines skipped due to costs,T,Total,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,7.4,,
AUS,Australia,TIME13,2013,PMSKCOST,Prescribed medicines skipped due to costs,T,Total,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,8.2,,
AUS,Australia,TIME13,2013,WAITGEAP,Waiting time of more than four weeks for getting an appointment with a specialist,T,Total,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,46.2,,
AUS,Australia,TIME13,2013,WAITGEAP,Waiting time of more than four weeks for getting an appointment with a specialist,T,Total,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,40.6,,
AUS,Australia,TIME13,2013,WAITGEAP,Waiting time of more than four weeks for getting an appointment with a specialist,T,Total,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,51.8,,
AUS,Australia,TIME12,2012,HPRTIPAT,Patients reporting having spent enough time with any doctor during the consultation,T,Total,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,86.5,,
AUS,Australia,TIME13,2013,HPRTIPAT,Patients reporting having spent enough time with any doctor during the consultation,T,Total,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,89.2,,
AUS,Australia,TIME13,2013,HPRTIPAT,Patients reporting having spent enough time with any doctor during the consultation,T,Total,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,88.7,,
AUS,Australia,TIME13,2013,HPRTIPAT,Patients reporting having spent enough time with any doctor during the consultation,T,Total,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,89.7,,
AUS,Australia,TIME13,2013,RHPTIPAT,Patients reporting having spent enough time with their regular doctor during the consultation,T,Total,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,82.9,,
AUS,Australia,TIME13,2013,RHPTIPAT,Patients reporting having spent enough time with their regular doctor during the consultation,T,Total,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,80,,
AUS,Australia,TIME13,2013,RHPTIPAT,Patients reporting having spent enough time with their regular doctor during the consultation,T,Total,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,85.7,,
AUS,Australia,TIME13,2013,RHPEXCLA,Patients reporting having received easy-to-understand explanations by their regular doctor,T,Total,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,85.9,,
AUS,Australia,TIME13,2013,RHPEXCLA,Patients reporting having received easy-to-understand explanations by their regular doctor,T,Total,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,83.2,,
AUS,Australia,TIME13,2013,RHPEXCLA,Patients reporting having received easy-to-understand explanations by their regular doctor,T,Total,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,88.5,,
AUS,Australia,TIME13,2013,RHPIPDEC,Patients reporting having been involved in decisions about care or treatment by their regular doctor,T,Total,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,86,,
AUS,Australia,TIME13,2013,RHPIPDEC,Patients reporting having been involved in decisions about care or treatment by their regular doctor,T,Total,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,83.4,,
AUS,Australia,TIME13,2013,RHPIPDEC,Patients reporting having been involved in decisions about care or treatment by their regular doctor,T,Total,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,88.6,,
BEL,Belgium,TIME13,2013,WAITGEAP,Waiting time of more than four weeks for getting an appointment with a specialist,M,Male,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,16.1,d,Deviation
BEL,Belgium,TIME13,2013,WAITGEAP,Waiting time of more than four weeks for getting an appointment with a specialist,M,Male,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,11.1,d,Deviation
BEL,Belgium,TIME13,2013,WAITGEAP,Waiting time of more than four weeks for getting an appointment with a specialist,M,Male,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,21.1,d,Deviation
BEL,Belgium,TIME13,2013,HPRTIPAT,Patients reporting having spent enough time with any doctor during the consultation,M,Male,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,97.8,,
BEL,Belgium,TIME13,2013,HPRTIPAT,Patients reporting having spent enough time with any doctor during the consultation,M,Male,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,97.2,,
BEL,Belgium,TIME13,2013,HPRTIPAT,Patients reporting having spent enough time with any doctor during the consultation,M,Male,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,98.5,,
BEL,Belgium,TIME13,2013,HPREXCLA,Patients reporting having received easy-to-understand explanations by any doctor,M,Male,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,97.6,,
BEL,Belgium,TIME13,2013,HPREXCLA,Patients reporting having received easy-to-understand explanations by any doctor,M,Male,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,96.8,,
BEL,Belgium,TIME13,2013,HPREXCLA,Patients reporting having received easy-to-understand explanations by any doctor,M,Male,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,98.5,,
BEL,Belgium,TIME13,2013,HPRGOASK,Patients reporting having had the opportunity to ask questions or raise concerns to any doctor,M,Male,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,98,,
BEL,Belgium,TIME13,2013,HPRGOASK,Patients reporting having had the opportunity to ask questions or raise concerns to any doctor,M,Male,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,97.4,,
BEL,Belgium,TIME13,2013,HPRGOASK,Patients reporting having had the opportunity to ask questions or raise concerns to any doctor,M,Male,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,98.6,,
BEL,Belgium,TIME13,2013,HPRIPDEC,Patients reporting having been involved in decisions about care or treatment by any doctor,M,Male,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,94.9,,
BEL,Belgium,TIME13,2013,HPRIPDEC,Patients reporting having been involved in decisions about care or treatment by any doctor,M,Male,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,93.7,,
BEL,Belgium,TIME13,2013,HPRIPDEC,Patients reporting having been involved in decisions about care or treatment by any doctor,M,Male,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,96.2,,
BEL,Belgium,TIME13,2013,WAITGEAP,Waiting time of more than four weeks for getting an appointment with a specialist,F,Female,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,24,d,Deviation
BEL,Belgium,TIME13,2013,WAITGEAP,Waiting time of more than four weeks for getting an appointment with a specialist,F,Female,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,18.9,d,Deviation
BEL,Belgium,TIME13,2013,WAITGEAP,Waiting time of more than four weeks for getting an appointment with a specialist,F,Female,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,29.1,d,Deviation
BEL,Belgium,TIME13,2013,HPRTIPAT,Patients reporting having spent enough time with any doctor during the consultation,F,Female,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,97.2,,
BEL,Belgium,TIME13,2013,HPRTIPAT,Patients reporting having spent enough time with any doctor during the consultation,F,Female,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,96.5,,
BEL,Belgium,TIME13,2013,HPRTIPAT,Patients reporting having spent enough time with any doctor during the consultation,F,Female,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,98,,
BEL,Belgium,TIME13,2013,HPREXCLA,Patients reporting having received easy-to-understand explanations by any doctor,F,Female,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,97.9,,
BEL,Belgium,TIME13,2013,HPREXCLA,Patients reporting having received easy-to-understand explanations by any doctor,F,Female,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,97.2,,
BEL,Belgium,TIME13,2013,HPREXCLA,Patients reporting having received easy-to-understand explanations by any doctor,F,Female,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,98.5,,
BEL,Belgium,TIME13,2013,HPRGOASK,Patients reporting having had the opportunity to ask questions or raise concerns to any doctor,F,Female,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,97.5,,
BEL,Belgium,TIME13,2013,HPRGOASK,Patients reporting having had the opportunity to ask questions or raise concerns to any doctor,F,Female,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,96.9,,
BEL,Belgium,TIME13,2013,HPRGOASK,Patients reporting having had the opportunity to ask questions or raise concerns to any doctor,F,Female,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,98.2,,
BEL,Belgium,TIME13,2013,HPRIPDEC,Patients reporting having been involved in decisions about care or treatment by any doctor,F,Female,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,95.4,,
BEL,Belgium,TIME13,2013,HPRIPDEC,Patients reporting having been involved in decisions about care or treatment by any doctor,F,Female,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,94.4,,
BEL,Belgium,TIME13,2013,HPRIPDEC,Patients reporting having been involved in decisions about care or treatment by any doctor,F,Female,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,96.3,,
BEL,Belgium,TIME13,2013,WAITGEAP,Waiting time of more than four weeks for getting an appointment with a specialist,T,Total,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,20.1,d,Deviation
BEL,Belgium,TIME13,2013,WAITGEAP,Waiting time of more than four weeks for getting an appointment with a specialist,T,Total,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,16.5,d,Deviation
BEL,Belgium,TIME13,2013,WAITGEAP,Waiting time of more than four weeks for getting an appointment with a specialist,T,Total,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,23.6,d,Deviation
BEL,Belgium,TIME13,2013,HPRTIPAT,Patients reporting having spent enough time with any doctor during the consultation,T,Total,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,97.5,,
BEL,Belgium,TIME13,2013,HPRTIPAT,Patients reporting having spent enough time with any doctor during the consultation,T,Total,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,97,,
BEL,Belgium,TIME13,2013,HPRTIPAT,Patients reporting having spent enough time with any doctor during the consultation,T,Total,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,98,,
BEL,Belgium,TIME13,2013,HPREXCLA,Patients reporting having received easy-to-understand explanations by any doctor,T,Total,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,97.8,,
BEL,Belgium,TIME13,2013,HPREXCLA,Patients reporting having received easy-to-understand explanations by any doctor,T,Total,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,97.2,,
BEL,Belgium,TIME13,2013,HPREXCLA,Patients reporting having received easy-to-understand explanations by any doctor,T,Total,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,98.3,,
BEL,Belgium,TIME13,2013,HPRGOASK,Patients reporting having had the opportunity to ask questions or raise concerns to any doctor,T,Total,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,97.7,,
BEL,Belgium,TIME13,2013,HPRGOASK,Patients reporting having had the opportunity to ask questions or raise concerns to any doctor,T,Total,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,97.3,,
BEL,Belgium,TIME13,2013,HPRGOASK,Patients reporting having had the opportunity to ask questions or raise concerns to any doctor,T,Total,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,98.2,,
BEL,Belgium,TIME13,2013,HPRIPDEC,Patients reporting having been involved in decisions about care or treatment by any doctor,T,Total,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,95.1,,
BEL,Belgium,TIME13,2013,HPRIPDEC,Patients reporting having been involved in decisions about care or treatment by any doctor,T,Total,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,94.3,,
BEL,Belgium,TIME13,2013,HPRIPDEC,Patients reporting having been involved in decisions about care or treatment by any doctor,T,Total,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,95.9,,
CAN,Canada,TIME13,2013,COSKCOST,Consultation skipped due to costs,M,Male,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,5.2,,
CAN,Canada,TIME13,2013,COSKCOST,Consultation skipped due to costs,M,Male,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,3.9,,
CAN,Canada,TIME13,2013,COSKCOST,Consultation skipped due to costs,M,Male,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,6.5,,
CAN,Canada,TIME13,2013,MTSKCOST,"Medical tests, treatment or follow-up skipped due to costs",M,Male,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,4.5,,
CAN,Canada,TIME13,2013,MTSKCOST,"Medical tests, treatment or follow-up skipped due to costs",M,Male,TOTAL_16,16 years and over,LOW_CI,Lower confidence interval,3.3,,
CAN,Canada,TIME13,2013,MTSKCOST,"Medical tests, treatment or follow-up skipped due to costs",M,Male,TOTAL_16,16 years and over,UP_CI,Upper confidence interval,5.8,,
CAN,Canada,TIME13,2013,PMSKCOST,Prescribed medicines skipped due to costs,M,Male,TOTAL_16,16 years and over,AS_STD_RATE_CPAT,Age-sex standardised rate per 100 patients,6.6,,
