VAR,Variable,UNIT,Measure,COU,Country,YEA,Year,Value,Flag Codes,Flags
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),DNK,Denmark,2015,2015,7.99,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),FIN,Finland,2000,2000,2.1,B,Break
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),FIN,Finland,2004,2004,2.46,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),FIN,Finland,2005,2005,2.48,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),FIN,Finland,2006,2006,2.54,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),FIN,Finland,2007,2007,2.63,B,Break
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),FIN,Finland,2008,2008,2.72,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),FIN,Finland,2009,2009,2.84,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),FIN,Finland,2010,2010,3.06,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),FIN,Finland,2011,2011,3.23,E,Estimated value
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),FIN,Finland,2012,2012,3.38,E,Estimated value
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),FIN,Finland,2013,2013,3.67,E,Estimated value
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),FIN,Finland,2014,2014,3.9,E,Estimated value
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),FRA,France,2000,2000,2.27,B,Break
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),FRA,France,2001,2001,2.37,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),FRA,France,2002,2002,2.47,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),FRA,France,2003,2003,2.55,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),FRA,France,2004,2004,2.64,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),FRA,France,2005,2005,2.7,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),FRA,France,2006,2006,2.75,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),FRA,France,2007,2007,2.76,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),FRA,France,2008,2008,2.82,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),FRA,France,2009,2009,3.12,B,Break
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),FRA,France,2010,2010,3.26,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),FRA,France,2011,2011,3.11,B,Break
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),FRA,France,2012,2012,3.14,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),FRA,France,2013,2013,3.14,B,Break
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),FRA,France,2014,2014,3.17,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),FRA,France,2015,2015,3.19,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),DEU,Germany,2000,2000,1.63,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),DEU,Germany,2001,2001,1.65,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),DEU,Germany,2002,2002,1.68,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),DEU,Germany,2003,2003,1.68,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),DEU,Germany,2004,2004,1.68,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),DEU,Germany,2005,2005,1.69,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),DEU,Germany,2006,2006,1.73,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),DEU,Germany,2007,2007,1.75,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),DEU,Germany,2008,2008,1.77,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),DEU,Germany,2009,2009,1.8,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),DEU,Germany,2010,2010,1.83,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),DEU,Germany,2011,2011,1.86,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),DEU,Germany,2012,2012,1.89,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),DEU,Germany,2013,2013,1.92,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),DEU,Germany,2014,2014,1.95,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),DEU,Germany,2015,2015,1.98,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),DEU,Germany,2016,2016,2.02,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),GRC,Greece,2000,2000,1.98,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),GRC,Greece,2001,2001,2.01,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),GRC,Greece,2002,2002,2.08,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),GRC,Greece,2003,2003,2.13,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),GRC,Greece,2004,2004,2.13,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),GRC,Greece,2005,2005,2.1,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),GRC,Greece,2006,2006,2.07,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),GRC,Greece,2007,2007,2.05,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),GRC,Greece,2008,2008,2.08,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),GRC,Greece,2009,2009,2.09,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),GRC,Greece,2010,2010,2.24,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),GRC,Greece,2011,2011,2.24,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),GRC,Greece,2012,2012,2.16,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),GRC,Greece,2013,2013,2.17,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),GRC,Greece,2014,2014,2.1,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),GRC,Greece,2015,2015,2.06,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),GRC,Greece,2016,2016,2.09,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),HUN,Hungary,2006,2006,1.29,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),HUN,Hungary,2007,2007,1.26,B,Break
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),HUN,Hungary,2008,2008,1.33,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),HUN,Hungary,2009,2009,1.27,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),HUN,Hungary,2010,2010,1.38,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),HUN,Hungary,2011,2011,1.45,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),HUN,Hungary,2012,2012,1.43,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),HUN,Hungary,2013,2013,1.53,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),HUN,Hungary,2014,2014,1.52,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),HUN,Hungary,2015,2015,1.52,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),HUN,Hungary,2016,2016,1.52,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),ISL,Iceland,2007,2007,5.05,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),ISL,Iceland,2008,2008,5.3,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),ISL,Iceland,2009,2009,5.28,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),ISL,Iceland,2010,2010,5.29,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),ISL,Iceland,2011,2011,5.75,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),ISL,Iceland,2012,2012,5.85,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),ISL,Iceland,2013,2013,5.91,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),ISL,Iceland,2014,2014,6.14,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),ISL,Iceland,2015,2015,6.31,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),ISL,Iceland,2016,2016,6.57,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),ISL,Iceland,2017,2017,6.79,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),IRL,Ireland,2000,2000,1.81,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),IRL,Ireland,2001,2001,2.06,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),IRL,Ireland,2002,2002,2.22,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),IRL,Ireland,2003,2003,2.39,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),IRL,Ireland,2004,2004,2.32,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),IRL,Ireland,2005,2005,2.45,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),IRL,Ireland,2006,2006,2.57,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),IRL,Ireland,2007,2007,2.68,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),IRL,Ireland,2008,2008,2.73,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),IRL,Ireland,2009,2009,4.54,B,Break
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),IRL,Ireland,2010,2010,4.58,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),IRL,Ireland,2011,2011,4.69,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),IRL,Ireland,2012,2012,4.73,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),IRL,Ireland,2013,2013,4.64,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),IRL,Ireland,2014,2014,4.71,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),IRL,Ireland,2015,2015,4.23,B,Break
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),ITA,Italy,2003,2003,2.7,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),ITA,Italy,2004,2004,2.75,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),ITA,Italy,2005,2005,2.73,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),ITA,Italy,2006,2006,2.73,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),ITA,Italy,2007,2007,2.85,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),ITA,Italy,2008,2008,2.92,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),ITA,Italy,2009,2009,3,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),ITA,Italy,2010,2010,3.04,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),ITA,Italy,2011,2011,3.11,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),ITA,Italy,2012,2012,3.14,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),ITA,Italy,2013,2013,3.21,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),ITA,Italy,2014,2014,3.23,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),ITA,Italy,2015,2015,3.22,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),KOR,Korea,2000,2000,0.83,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),KOR,Korea,2001,2001,0.87,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),KOR,Korea,2002,2002,0.85,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),KOR,Korea,2003,2003,0.85,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),KOR,Korea,2004,2004,0.81,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),KOR,Korea,2005,2005,0.76,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),KOR,Korea,2006,2006,0.75,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),KOR,Korea,2007,2007,0.72,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),KOR,Korea,2008,2008,0.72,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),KOR,Korea,2009,2009,0.71,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),KOR,Korea,2010,2010,0.69,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),KOR,Korea,2011,2011,0.66,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),KOR,Korea,2012,2012,0.49,B,Break
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),KOR,Korea,2013,2013,0.51,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),KOR,Korea,2014,2014,0.52,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),KOR,Korea,2015,2015,0.56,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),KOR,Korea,2016,2016,0.6,B,Break
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),LUX,Luxembourg,2005,2005,2.39,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),LUX,Luxembourg,2006,2006,2.48,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),MEX,Mexico,2012,2012,4.23,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),MEX,Mexico,2013,2013,4.2,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),MEX,Mexico,2014,2014,4.33,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),MEX,Mexico,2015,2015,4.58,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),MEX,Mexico,2016,2016,4.76,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),NLD,Netherlands,2000,2000,3.47,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),NLD,Netherlands,2001,2001,3.65,B,Break
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),NLD,Netherlands,2002,2002,3.13,B,Break
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),NLD,Netherlands,2003,2003,3.33,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),NLD,Netherlands,2004,2004,3.37,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),NLD,Netherlands,2005,2005,3.31,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),NLD,Netherlands,2006,2006,3.21,B,Break
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),NLD,Netherlands,2007,2007,3.31,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),NLD,Netherlands,2008,2008,3.47,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),NLD,Netherlands,2009,2009,3.61,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),NLD,Netherlands,2012,2012,4.08,B,Break
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),NLD,Netherlands,2013,2013,4.11,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),NLD,Netherlands,2016,2016,4.14,E,Estimated value
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),NOR,Norway,2002,2002,4.58,B,Break
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),NOR,Norway,2003,2003,4.64,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),NOR,Norway,2004,2004,4.42,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),NOR,Norway,2005,2005,4.53,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),NOR,Norway,2006,2006,4.6,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),NOR,Norway,2007,2007,4.68,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),NOR,Norway,2008,2008,4.73,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),NOR,Norway,2009,2009,5.17,B,Break
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),NOR,Norway,2010,2010,5.37,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),NOR,Norway,2011,2011,5.44,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),NOR,Norway,2012,2012,5.47,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),NOR,Norway,2013,2013,5.58,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),NOR,Norway,2014,2014,5.55,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),NOR,Norway,2015,2015,5.79,B,Break
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),NOR,Norway,2016,2016,5.91,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),PRT,Portugal,2000,2000,2.87,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),PRT,Portugal,2001,2001,2.91,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),PRT,Portugal,2002,2002,3.02,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),PRT,Portugal,2003,2003,3.06,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),PRT,Portugal,2004,2004,3.07,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),PRT,Portugal,2005,2005,3.17,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),PRT,Portugal,2006,2006,3.19,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),PRT,Portugal,2007,2007,3.3,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),PRT,Portugal,2008,2008,3.35,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),PRT,Portugal,2009,2009,3.46,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),PRT,Portugal,2010,2010,3.58,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),PRT,Portugal,2011,2011,3.37,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),PRT,Portugal,2012,2012,3.38,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),PRT,Portugal,2013,2013,3.4,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),PRT,Portugal,2014,2014,3.43,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),PRT,Portugal,2015,2015,3.5,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),PRT,Portugal,2016,2016,3.58,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),ESP,Spain,2000,2000,2.72,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),ESP,Spain,2001,2001,2.8,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),ESP,Spain,2002,2002,2.9,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),ESP,Spain,2003,2003,3,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),ESP,Spain,2004,2004,3.1,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),ESP,Spain,2005,2005,3.18,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),ESP,Spain,2006,2006,3.3,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),ESP,Spain,2007,2007,3.45,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),ESP,Spain,2008,2008,3.57,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),ESP,Spain,2009,2009,3.66,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),ESP,Spain,2010,2010,3.76,B,Break
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),ESP,Spain,2011,2011,3.79,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),ESP,Spain,2012,2012,3.79,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),ESP,Spain,2013,2013,3.81,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),ESP,Spain,2014,2014,3.9,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),ESP,Spain,2015,2015,3.95,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),ESP,Spain,2016,2016,4.02,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),CHE,Switzerland,2000,2000,3.28,E,Estimated value
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),CHE,Switzerland,2001,2001,3.49,E,Estimated value
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),CHE,Switzerland,2002,2002,3.61,E,Estimated value
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),CHE,Switzerland,2003,2003,3.81,E,Estimated value
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),CHE,Switzerland,2004,2004,3.88,E,Estimated value
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),CHE,Switzerland,2005,2005,4.05,E,Estimated value
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),CHE,Switzerland,2006,2006,4.23,E,Estimated value
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),CHE,Switzerland,2007,2007,4.32,E,Estimated value
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),CHE,Switzerland,2008,2008,4.48,E,Estimated value
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),CHE,Switzerland,2009,2009,4.73,E,Estimated value
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),CHE,Switzerland,2010,2010,4.51,B,Break
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),CHE,Switzerland,2011,2011,4.72,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),CHE,Switzerland,2012,2012,4.83,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),CHE,Switzerland,2013,2013,5.04,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),CHE,Switzerland,2014,2014,5.22,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),CHE,Switzerland,2015,2015,5.32,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),CHE,Switzerland,2016,2016,5.49,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),TUR,Turkey,2011,2011,2.75,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),TUR,Turkey,2012,2012,2.73,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),TUR,Turkey,2013,2013,3.11,B,Break
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),TUR,Turkey,2014,2014,3.17,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),TUR,Turkey,2015,2015,3.27,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),TUR,Turkey,2016,2016,3.12,,
HOPITBED,Total hospital beds,HOPRAT,Hospital employment-to-bed ratio (head counts),GBR,United Kingdom,2009,2009,6.45,E,Estimated value
