HF,Financing scheme,HC,Function,HP,Provider,MEASURE,Measure,LOCATION,Country,TIME,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",HUN,Hungary,2009,2009,USD,US Dollar,0,Units,2010,2010,415.223,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",HUN,Hungary,2010,2010,USD,US Dollar,0,Units,2010,2010,413.758,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",HUN,Hungary,2011,2011,USD,US Dollar,0,Units,2010,2010,412.097,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",HUN,Hungary,2012,2012,USD,US Dollar,0,Units,2010,2010,458.864,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",HUN,Hungary,2013,2013,USD,US Dollar,0,Units,2010,2010,488.052,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",HUN,Hungary,2014,2014,USD,US Dollar,0,Units,2010,2010,483.772,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",HUN,Hungary,2015,2015,USD,US Dollar,0,Units,2010,2010,501.198,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",HUN,Hungary,2016,2016,USD,US Dollar,0,Units,2010,2010,528.879,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",DNK,Denmark,2000,2000,USD,US Dollar,0,Units,2010,2010,1213.094,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",DNK,Denmark,2001,2001,USD,US Dollar,0,Units,2010,2010,1266.737,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",DNK,Denmark,2002,2002,USD,US Dollar,0,Units,2010,2010,1315.401,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",DNK,Denmark,2003,2003,USD,US Dollar,0,Units,2010,2010,1371.245,B,Break
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",DNK,Denmark,2004,2004,USD,US Dollar,0,Units,2010,2010,1413.725,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",DNK,Denmark,2005,2005,USD,US Dollar,0,Units,2010,2010,1473.627,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",DNK,Denmark,2006,2006,USD,US Dollar,0,Units,2010,2010,1563.01,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",DNK,Denmark,2007,2007,USD,US Dollar,0,Units,2010,2010,1562.713,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",DNK,Denmark,2008,2008,USD,US Dollar,0,Units,2010,2010,1623.455,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",DNK,Denmark,2009,2009,USD,US Dollar,0,Units,2010,2010,1733.6,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",DNK,Denmark,2010,2010,USD,US Dollar,0,Units,2010,2010,1643.045,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",DNK,Denmark,2011,2011,USD,US Dollar,0,Units,2010,2010,1642.828,B,Break
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",DNK,Denmark,2012,2012,USD,US Dollar,0,Units,2010,2010,1672.058,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",DNK,Denmark,2013,2013,USD,US Dollar,0,Units,2010,2010,1656.015,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",DNK,Denmark,2014,2014,USD,US Dollar,0,Units,2010,2010,1676.318,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",DNK,Denmark,2015,2015,USD,US Dollar,0,Units,2010,2010,1699.068,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",DNK,Denmark,2016,2016,USD,US Dollar,0,Units,2010,2010,1733.371,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",GRC,Greece,2009,2009,USD,US Dollar,0,Units,2010,2010,1022.186,B,Break
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",GRC,Greece,2010,2010,USD,US Dollar,0,Units,2010,2010,1000.473,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",GRC,Greece,2011,2011,USD,US Dollar,0,Units,2010,2010,764.864,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",GRC,Greece,2012,2012,USD,US Dollar,0,Units,2010,2010,815.686,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",GRC,Greece,2013,2013,USD,US Dollar,0,Units,2010,2010,740.305,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",GRC,Greece,2014,2014,USD,US Dollar,0,Units,2010,2010,688.497,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",GRC,Greece,2015,2015,USD,US Dollar,0,Units,2010,2010,698.576,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",GRC,Greece,2016,2016,USD,US Dollar,0,Units,2010,2010,753.687,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",DEU,Germany,2000,2000,USD,US Dollar,0,Units,2010,2010,12.791,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",DEU,Germany,2001,2001,USD,US Dollar,0,Units,2010,2010,12.604,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",DEU,Germany,2002,2002,USD,US Dollar,0,Units,2010,2010,12.774,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",DEU,Germany,2003,2003,USD,US Dollar,0,Units,2010,2010,12.528,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",DEU,Germany,2004,2004,USD,US Dollar,0,Units,2010,2010,13.362,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",DEU,Germany,2005,2005,USD,US Dollar,0,Units,2010,2010,13.557,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",DEU,Germany,2006,2006,USD,US Dollar,0,Units,2010,2010,13.576,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",DEU,Germany,2007,2007,USD,US Dollar,0,Units,2010,2010,13.427,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",DEU,Germany,2008,2008,USD,US Dollar,0,Units,2010,2010,13.731,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",DEU,Germany,2009,2009,USD,US Dollar,0,Units,2010,2010,14.444,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",DEU,Germany,2010,2010,USD,US Dollar,0,Units,2010,2010,16.198,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",DEU,Germany,2011,2011,USD,US Dollar,0,Units,2010,2010,17.009,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",DEU,Germany,2012,2012,USD,US Dollar,0,Units,2010,2010,16.524,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",DEU,Germany,2013,2013,USD,US Dollar,0,Units,2010,2010,19.683,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",DEU,Germany,2014,2014,USD,US Dollar,0,Units,2010,2010,20.005,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",DEU,Germany,2015,2015,USD,US Dollar,0,Units,2010,2010,20.407,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",DEU,Germany,2016,2016,USD,US Dollar,0,Units,2010,2010,20.526,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",EST,Estonia,2003,2003,USD,US Dollar,0,Units,2010,2010,255.498,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",EST,Estonia,2004,2004,USD,US Dollar,0,Units,2010,2010,354.928,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",EST,Estonia,2005,2005,USD,US Dollar,0,Units,2010,2010,407.835,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",EST,Estonia,2006,2006,USD,US Dollar,0,Units,2010,2010,419.92,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",EST,Estonia,2007,2007,USD,US Dollar,0,Units,2010,2010,474.236,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",EST,Estonia,2008,2008,USD,US Dollar,0,Units,2010,2010,537.971,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",EST,Estonia,2009,2009,USD,US Dollar,0,Units,2010,2010,512.515,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",EST,Estonia,2010,2010,USD,US Dollar,0,Units,2010,2010,509.036,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",EST,Estonia,2011,2011,USD,US Dollar,0,Units,2010,2010,491.086,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",EST,Estonia,2012,2012,USD,US Dollar,0,Units,2010,2010,508.877,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",EST,Estonia,2013,2013,USD,US Dollar,0,Units,2010,2010,527.804,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",EST,Estonia,2014,2014,USD,US Dollar,0,Units,2010,2010,570.471,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",EST,Estonia,2015,2015,USD,US Dollar,0,Units,2010,2010,594.606,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",EST,Estonia,2016,2016,USD,US Dollar,0,Units,2010,2010,611.777,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",ISL,Iceland,2003,2003,USD,US Dollar,0,Units,2010,2010,1179.677,B,Break
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",ISL,Iceland,2004,2004,USD,US Dollar,0,Units,2010,2010,1136.684,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",ISL,Iceland,2005,2005,USD,US Dollar,0,Units,2010,2010,1140.843,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",ISL,Iceland,2006,2006,USD,US Dollar,0,Units,2010,2010,1127.547,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",ISL,Iceland,2007,2007,USD,US Dollar,0,Units,2010,2010,1205.849,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",ISL,Iceland,2008,2008,USD,US Dollar,0,Units,2010,2010,1202.951,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",ISL,Iceland,2009,2009,USD,US Dollar,0,Units,2010,2010,1130.215,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",ISL,Iceland,2010,2010,USD,US Dollar,0,Units,2010,2010,980.385,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",ISL,Iceland,2011,2011,USD,US Dollar,0,Units,2010,2010,1115.812,B,Break
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",ISL,Iceland,2012,2012,USD,US Dollar,0,Units,2010,2010,1135.405,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",ISL,Iceland,2013,2013,USD,US Dollar,0,Units,2010,2010,1183.066,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",ISL,Iceland,2014,2014,USD,US Dollar,0,Units,2010,2010,1215.604,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",ISL,Iceland,2015,2015,USD,US Dollar,0,Units,2010,2010,1242.029,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",ISL,Iceland,2016,2016,USD,US Dollar,0,Units,2010,2010,1337.571,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",GRC,Greece,2009,2009,USD,US Dollar,0,Units,2010,2010,8.837,B,Break
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",GRC,Greece,2010,2010,USD,US Dollar,0,Units,2010,2010,2.72,,
HFTOT,All financing schemes,HC5,Medical goods (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",GRC,Greece,2011,2011,USD,US Dollar,0,Units,2010,2010,4.549,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",GRC,Greece,2009,2009,USD,US Dollar,0,Units,2010,2010,1.73,B,Break
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",GRC,Greece,2010,2010,USD,US Dollar,0,Units,2010,2010,1.34,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",GRC,Greece,2011,2011,USD,US Dollar,0,Units,2010,2010,1.498,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",GRC,Greece,2012,2012,USD,US Dollar,0,Units,2010,2010,0.609,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",GRC,Greece,2013,2013,USD,US Dollar,0,Units,2010,2010,1.047,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",GRC,Greece,2014,2014,USD,US Dollar,0,Units,2010,2010,0.047,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",LVA,Latvia,2005,2005,USD,US Dollar,0,Units,2010,2010,250.048,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",LVA,Latvia,2006,2006,USD,US Dollar,0,Units,2010,2010,285.466,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",LVA,Latvia,2007,2007,USD,US Dollar,0,Units,2010,2010,300.002,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",LVA,Latvia,2008,2008,USD,US Dollar,0,Units,2010,2010,305.211,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",LVA,Latvia,2009,2009,USD,US Dollar,0,Units,2010,2010,324.657,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",LVA,Latvia,2010,2010,USD,US Dollar,0,Units,2010,2010,261.313,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",LVA,Latvia,2011,2011,USD,US Dollar,0,Units,2010,2010,233.202,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",LVA,Latvia,2012,2012,USD,US Dollar,0,Units,2010,2010,255.679,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",LVA,Latvia,2013,2013,USD,US Dollar,0,Units,2010,2010,270.639,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",LVA,Latvia,2014,2014,USD,US Dollar,0,Units,2010,2010,271.129,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",LVA,Latvia,2015,2015,USD,US Dollar,0,Units,2010,2010,276.322,,
HFTOT,All financing schemes,HC1HC2,Curative and rehabilitative care,HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",LVA,Latvia,2016,2016,USD,US Dollar,0,Units,2010,2010,301.555,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",LVA,Latvia,2005,2005,USD,US Dollar,0,Units,2010,2010,20.616,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",LVA,Latvia,2006,2006,USD,US Dollar,0,Units,2010,2010,32.447,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",LVA,Latvia,2007,2007,USD,US Dollar,0,Units,2010,2010,50.973,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",LVA,Latvia,2008,2008,USD,US Dollar,0,Units,2010,2010,39.537,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",LVA,Latvia,2009,2009,USD,US Dollar,0,Units,2010,2010,32.874,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",LVA,Latvia,2010,2010,USD,US Dollar,0,Units,2010,2010,21.778,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",LVA,Latvia,2011,2011,USD,US Dollar,0,Units,2010,2010,26.248,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",LVA,Latvia,2012,2012,USD,US Dollar,0,Units,2010,2010,26.891,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",LVA,Latvia,2013,2013,USD,US Dollar,0,Units,2010,2010,30.254,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",LVA,Latvia,2014,2014,USD,US Dollar,0,Units,2010,2010,28.372,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",LVA,Latvia,2015,2015,USD,US Dollar,0,Units,2010,2010,26.955,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",LVA,Latvia,2016,2016,USD,US Dollar,0,Units,2010,2010,28.655,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",HUN,Hungary,2003,2003,USD,US Dollar,0,Units,2010,2010,20.771,B,Break
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",HUN,Hungary,2004,2004,USD,US Dollar,0,Units,2010,2010,21.99,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",HUN,Hungary,2005,2005,USD,US Dollar,0,Units,2010,2010,22.042,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",HUN,Hungary,2006,2006,USD,US Dollar,0,Units,2010,2010,21.266,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",HUN,Hungary,2007,2007,USD,US Dollar,0,Units,2010,2010,19.576,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",HUN,Hungary,2008,2008,USD,US Dollar,0,Units,2010,2010,23.001,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",HUN,Hungary,2009,2009,USD,US Dollar,0,Units,2010,2010,17.709,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",HUN,Hungary,2010,2010,USD,US Dollar,0,Units,2010,2010,20.568,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",HUN,Hungary,2011,2011,USD,US Dollar,0,Units,2010,2010,24.19,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",HUN,Hungary,2012,2012,USD,US Dollar,0,Units,2010,2010,25.559,,
HFTOT,All financing schemes,HC4,Ancillary services (non-specified by function),HP11,General hospitals,VRPPPR,"Per capita, constant prices, constant PPPs, OECD base year",HUN,Hungary,2013,2013,USD,US Dollar,0,Units,2010,2010,28.416,,
